Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Botswana,2630300,28/08/22,325864,12.39
Botswana,2630300,29/08/22,325864,12.39
Botswana,2630300,30/08/22,325864,12.39
Botswana,2630300,31/08/22,325864,12.39
Botswana,2630300,01/09/22,325864,12.39
Botswana,2630300,02/09/22,325864,12.39
Botswana,2630300,03/09/22,325864,12.39
Botswana,2630300,04/09/22,325864,12.39
Botswana,2630300,05/09/22,325864,12.39
Botswana,2630300,06/09/22,325911,12.39
Botswana,2630300,07/09/22,325911,12.39
Botswana,2630300,08/09/22,325911,12.39
Botswana,2630300,09/09/22,325931,12.39
Botswana,2630300,10/09/22,325931,12.39
Botswana,2630300,11/09/22,325931,12.39
Botswana,2630300,12/09/22,325931,12.39
Curacao,191173,04/01/22,23692,12.39
Armenia,2780472,25/12/21,344379,12.39
Armenia,2780472,26/12/21,344481,12.39
Armenia,2780472,27/12/21,344540,12.39
Cyprus,896007,17/08/21,110975,12.39
Czechia,10493990,05/03/21,1299002,12.38
Bosnia and Herzegovina,3233530,10/11/22,400162,12.38
Bosnia and Herzegovina,3233530,11/11/22,400185,12.38
Bosnia and Herzegovina,3233530,12/11/22,400185,12.38
Bosnia and Herzegovina,3233530,13/11/22,400185,12.38
Bosnia and Herzegovina,3233530,14/11/22,400261,12.38
Bosnia and Herzegovina,3233530,15/11/22,400279,12.38
Bosnia and Herzegovina,3233530,16/11/22,400301,12.38
Bosnia and Herzegovina,3233530,17/11/22,400322,12.38
Bosnia and Herzegovina,3233530,18/11/22,400336,12.38
Bosnia and Herzegovina,3233530,19/11/22,400336,12.38
Bosnia and Herzegovina,3233530,20/11/22,400336,12.38
Bosnia and Herzegovina,3233530,21/11/22,400340,12.38
Bosnia and Herzegovina,3233530,22/11/22,400412,12.38
Bosnia and Herzegovina,3233530,23/11/22,400430,12.38
Bosnia and Herzegovina,3233530,24/11/22,400448,12.38
Bosnia and Herzegovina,3233530,25/11/22,400466,12.38
Bosnia and Herzegovina,3233530,26/11/22,400466,12.38
Bosnia and Herzegovina,3233530,27/11/22,400466,12.38
Botswana,2630300,04/08/22,325724,12.38
Botswana,2630300,05/08/22,325724,12.38
Botswana,2630300,06/08/22,325724,12.38
Botswana,2630300,07/08/22,325724,12.38
Botswana,2630300,08/08/22,325724,12.38
Botswana,2630300,09/08/22,325724,12.38
Botswana,2630300,10/08/22,325724,12.38
Armenia,2780472,23/12/21,344126,12.38
Armenia,2780472,24/12/21,344261,12.38
Andorra,79843,30/01/21,9885,12.38
Armenia,2780472,21/12/21,343845,12.37
Armenia,2780472,22/12/21,343997,12.37
Austria,8939617,26/11/21,1106126,12.37
Bosnia and Herzegovina,3233530,27/10/22,399861,12.37
Bosnia and Herzegovina,3233530,28/10/22,399891,12.37
Bosnia and Herzegovina,3233530,29/10/22,399891,12.37
Bosnia and Herzegovina,3233530,30/10/22,399891,12.37
Bosnia and Herzegovina,3233530,31/10/22,399963,12.37
Bosnia and Herzegovina,3233530,01/11/22,399981,12.37
Bosnia and Herzegovina,3233530,02/11/22,399993,12.37
Bosnia and Herzegovina,3233530,03/11/22,400027,12.37
Bosnia and Herzegovina,3233530,04/11/22,400043,12.37
Bosnia and Herzegovina,3233530,05/11/22,400043,12.37
Bosnia and Herzegovina,3233530,06/11/22,400043,12.37
Bosnia and Herzegovina,3233530,07/11/22,400090,12.37
Bosnia and Herzegovina,3233530,08/11/22,400119,12.37
Bosnia and Herzegovina,3233530,09/11/22,400129,12.37
Botswana,2630300,28/07/22,325470,12.37
Botswana,2630300,29/07/22,325470,12.37
Botswana,2630300,30/07/22,325470,12.37
Botswana,2630300,31/07/22,325470,12.37
Botswana,2630300,01/08/22,325470,12.37
Botswana,2630300,02/08/22,325470,12.37
Botswana,2630300,03/08/22,325470,12.37
Bosnia and Herzegovina,3233530,18/10/22,399544,12.36
Bosnia and Herzegovina,3233530,19/10/22,399584,12.36
Bosnia and Herzegovina,3233530,20/10/22,399626,12.36
Bosnia and Herzegovina,3233530,21/10/22,399663,12.36
Bosnia and Herzegovina,3233530,22/10/22,399663,12.36
Bosnia and Herzegovina,3233530,23/10/22,399663,12.36
Bosnia and Herzegovina,3233530,24/10/22,399719,12.36
Bosnia and Herzegovina,3233530,25/10/22,399784,12.36
Bosnia and Herzegovina,3233530,26/10/22,399811,12.36
Botswana,2630300,21/07/22,325181,12.36
Botswana,2630300,22/07/22,325181,12.36
Botswana,2630300,23/07/22,325181,12.36
Botswana,2630300,24/07/22,325181,12.36
Botswana,2630300,25/07/22,325181,12.36
Botswana,2630300,26/07/22,325181,12.36
Botswana,2630300,27/07/22,325181,12.36
Brazil,215313504,07/02/22,26616014,12.36
Brunei,449002,26/02/22,55485,12.36
France,67813000,14/12/21,8378951,12.36
Australia,26177410,28/02/22,3235017,12.36
Armenia,2780472,19/12/21,343636,12.36
Armenia,2780472,20/12/21,343708,12.36
Armenia,2780472,17/12/21,343350,12.35
Armenia,2780472,18/12/21,343506,12.35
Bahrain,1472237,04/05/21,181880,12.35
Bosnia and Herzegovina,3233530,10/10/22,399184,12.35
Bosnia and Herzegovina,3233530,11/10/22,399227,12.35
Bosnia and Herzegovina,3233530,12/10/22,399298,12.35
Bosnia and Herzegovina,3233530,13/10/22,399346,12.35
Bosnia and Herzegovina,3233530,14/10/22,399410,12.35
Bosnia and Herzegovina,3233530,15/10/22,399410,12.35
Bosnia and Herzegovina,3233530,16/10/22,399410,12.35
Bosnia and Herzegovina,3233530,17/10/22,399499,12.35
Botswana,2630300,14/07/22,324841,12.35
Botswana,2630300,15/07/22,324841,12.35
Botswana,2630300,16/07/22,324841,12.35
Botswana,2630300,17/07/22,324841,12.35
Botswana,2630300,18/07/22,324841,12.35
Botswana,2630300,19/07/22,324841,12.35
Botswana,2630300,20/07/22,324841,12.35
European Union,450146793,30/12/21,55587674,12.35
Estonia,1326064,09/10/21,163803,12.35
Cyprus,896007,16/08/21,110594,12.34
Denmark,5882259,27/12/21,726071,12.34
Belgium,11655923,08/11/21,1438830,12.34
Belgium,11655923,09/11/21,1438830,12.34
Armenia,2780472,15/12/21,342977,12.34
Armenia,2780472,16/12/21,343157,12.34
Grenada,125459,07/05/22,15483,12.34
Grenada,125459,08/05/22,15483,12.34
Grenada,125459,09/05/22,15483,12.34
Bosnia and Herzegovina,3233530,06/10/22,399036,12.34
Bosnia and Herzegovina,3233530,07/10/22,399071,12.34
Bosnia and Herzegovina,3233530,08/10/22,399071,12.34
Bosnia and Herzegovina,3233530,09/10/22,399071,12.34
Croatia,4030361,06/11/21,497168,12.34
Bosnia and Herzegovina,3233530,28/09/22,398574,12.33
Bosnia and Herzegovina,3233530,29/09/22,398668,12.33
Bosnia and Herzegovina,3233530,30/09/22,398750,12.33
Bosnia and Herzegovina,3233530,01/10/22,398750,12.33
Bosnia and Herzegovina,3233530,02/10/22,398750,12.33
Bosnia and Herzegovina,3233530,03/10/22,398796,12.33
Bosnia and Herzegovina,3233530,04/10/22,398796,12.33
Bosnia and Herzegovina,3233530,05/10/22,398796,12.33
Brazil,215313504,06/02/22,26546399,12.33
Armenia,2780472,14/12/21,342765,12.33
Bonaire Sint Eustatius and Saba,27052,29/12/21,3336,12.33
Europe,744807803,04/01/22,91809133,12.33
Cyprus,896007,15/08/21,110429,12.32
Andorra,79843,29/01/21,9837,12.32
Argentina,45510324,30/12/21,5606745,12.32
Armenia,2780472,12/12/21,342538,12.32
Armenia,2780472,13/12/21,342604,12.32
Aruba,106459,13/08/21,13121,12.32
Bosnia and Herzegovina,3233530,23/09/22,398221,12.32
Bosnia and Herzegovina,3233530,24/09/22,398221,12.32
Bosnia and Herzegovina,3233530,25/09/22,398221,12.32
Bosnia and Herzegovina,3233530,26/09/22,398415,12.32
Bosnia and Herzegovina,3233530,27/09/22,398506,12.32
Botswana,2630300,07/07/22,324154,12.32
Botswana,2630300,08/07/22,324154,12.32
Botswana,2630300,09/07/22,324154,12.32
Botswana,2630300,10/07/22,324154,12.32
Botswana,2630300,11/07/22,324154,12.32
Botswana,2630300,12/07/22,324154,12.32
Botswana,2630300,13/07/22,324154,12.32
Georgia,3744385,11/08/21,461198,12.32
Gibraltar,32677,26/01/21,4024,12.31
Armenia,2780472,11/12/21,342405,12.31
Bosnia and Herzegovina,3233530,20/09/22,397949,12.31
Bosnia and Herzegovina,3233530,21/09/22,398035,12.31
Bosnia and Herzegovina,3233530,22/09/22,398035,12.31
Bosnia and Herzegovina,3233530,14/09/22,397602,12.3
Bosnia and Herzegovina,3233530,15/09/22,397678,12.3
Bosnia and Herzegovina,3233530,16/09/22,397822,12.3
Bosnia and Herzegovina,3233530,17/09/22,397822,12.3
Bosnia and Herzegovina,3233530,18/09/22,397822,12.3
Bosnia and Herzegovina,3233530,19/09/22,397822,12.3
Brazil,215313504,05/02/22,26484546,12.3
Costa Rica,5180836,20/01/22,637327,12.3
Armenia,2780472,10/12/21,342115,12.3
Armenia,2780472,09/12/21,341768,12.29
Belize,405285,27/01/22,49794,12.29
Bosnia and Herzegovina,3233530,12/09/22,397296,12.29
Bosnia and Herzegovina,3233530,13/09/22,397467,12.29
Botswana,2630300,06/07/22,323327,12.29
Bosnia and Herzegovina,3233530,09/09/22,397098,12.28
Bosnia and Herzegovina,3233530,10/09/22,397098,12.28
Bosnia and Herzegovina,3233530,11/09/22,397098,12.28
Cyprus,896007,14/08/21,110028,12.28
Armenia,2780472,08/12/21,341468,12.28
Armenia,2780472,07/12/21,341058,12.27
Bermuda,64207,10/01/22,7880,12.27
Bermuda,64207,11/01/22,7880,12.27
Bermuda,64207,12/01/22,7880,12.27
Bermuda,64207,13/01/22,7880,12.27
Bosnia and Herzegovina,3233530,07/09/22,396873,12.27
Bosnia and Herzegovina,3233530,08/09/22,396873,12.27
Botswana,2630300,30/06/22,322769,12.27
Botswana,2630300,01/07/22,322769,12.27
Botswana,2630300,02/07/22,322769,12.27
Botswana,2630300,03/07/22,322769,12.27
Botswana,2630300,04/07/22,322769,12.27
Botswana,2630300,05/07/22,322769,12.27
Chile,19603736,07/02/22,2405672,12.27
Estonia,1326064,08/10/21,162735,12.27
France,67813000,13/12/21,8315546,12.26
Armenia,2780472,06/12/21,340818,12.26
Bahrain,1472237,03/05/21,180462,12.26
Australia,26177410,27/02/22,3209599,12.26
Bosnia and Herzegovina,3233530,02/09/22,396273,12.26
Bosnia and Herzegovina,3233530,03/09/22,396273,12.26
Bosnia and Herzegovina,3233530,04/09/22,396273,12.26
Bosnia and Herzegovina,3233530,05/09/22,396524,12.26
Bosnia and Herzegovina,3233530,06/09/22,396524,12.26
Bosnia and Herzegovina,3233530,01/09/22,395994,12.25
Bulgaria,6781955,17/01/22,830604,12.25
Armenia,2780472,05/12/21,340723,12.25
Andorra,79843,28/01/21,9779,12.25
Armenia,2780472,04/12/21,340396,12.24
France,67813000,12/12/21,8303482,12.24
Czechia,10493990,04/03/21,1284288,12.24
Bosnia and Herzegovina,3233530,30/08/22,395630,12.24
Bosnia and Herzegovina,3233530,31/08/22,395850,12.24
Botswana,2630300,28/06/22,321968,12.24
Botswana,2630300,29/06/22,321968,12.24
Bosnia and Herzegovina,3233530,29/08/22,395429,12.23
Brazil,215313504,04/02/22,26326454,12.23
Colombia,51874028,05/01/23,6343020,12.23
Colombia,51874028,06/01/23,6343020,12.23
Colombia,51874028,07/01/23,6343020,12.23
Colombia,51874028,08/01/23,6343020,12.23
Colombia,51874028,09/01/23,6343059,12.23
Colombia,51874028,10/01/23,6343059,12.23
Colombia,51874028,11/01/23,6343059,12.23
Colombia,51874028,12/01/23,6343059,12.23
Colombia,51874028,13/01/23,6343059,12.23
Colombia,51874028,14/01/23,6343059,12.23
Armenia,2780472,03/12/21,339977,12.23
Anguilla,15877,10/01/22,1942,12.23
Anguilla,15877,11/01/22,1942,12.23
Anguilla,15877,12/01/22,1942,12.23
Anguilla,15877,13/01/22,1942,12.23
Cyprus,896007,13/08/21,109609,12.23
Colombia,51874028,29/12/22,6336660,12.22
Colombia,51874028,30/12/22,6336660,12.22
Colombia,51874028,31/12/22,6336660,12.22
Colombia,51874028,01/01/23,6336660,12.22
Colombia,51874028,02/01/23,6336660,12.22
Colombia,51874028,03/01/23,6336660,12.22
Colombia,51874028,04/01/23,6336660,12.22
Bosnia and Herzegovina,3233530,26/08/22,395086,12.22
Bosnia and Herzegovina,3233530,27/08/22,395086,12.22
Bosnia and Herzegovina,3233530,28/08/22,395086,12.22
Germany,83369840,02/02/22,10186644,12.22
Gibraltar,32677,25/01/21,3992,12.22
Barbados,281646,14/01/22,34425,12.22
Austria,8939617,25/11/21,1091668,12.21
Bonaire Sint Eustatius and Saba,27052,28/12/21,3304,12.21
Argentina,45510324,29/12/21,5556239,12.21
Armenia,2780472,02/12/21,339578,12.21
Bosnia and Herzegovina,3233530,25/08/22,394866,12.21
High income,1250514600,09/01/22,152737648,12.21
Grenada,125459,06/05/22,15303,12.2
Estonia,1326064,07/10/21,161781,12.2
Bosnia and Herzegovina,3233530,24/08/22,394563,12.2
Cayman Islands,68722,23/12/21,8386,12.2
Cayman Islands,68722,24/12/21,8386,12.2
Cayman Islands,68722,25/12/21,8386,12.2
Cayman Islands,68722,26/12/21,8386,12.2
Cayman Islands,68722,27/12/21,8386,12.2
Cayman Islands,68722,28/12/21,8386,12.2
Cayman Islands,68722,29/12/21,8386,12.2
Colombia,51874028,23/12/22,6328989,12.2
Colombia,51874028,24/12/22,6328989,12.2
Colombia,51874028,25/12/22,6328989,12.2
Colombia,51874028,26/12/22,6328989,12.2
Colombia,51874028,27/12/22,6328989,12.2
Colombia,51874028,28/12/22,6328989,12.2
Colombia,51874028,15/12/22,6322281,12.19
Colombia,51874028,16/12/22,6322281,12.19
Colombia,51874028,17/12/22,6322281,12.19
Colombia,51874028,18/12/22,6322281,12.19
Colombia,51874028,19/12/22,6322281,12.19
Colombia,51874028,20/12/22,6322281,12.19
Colombia,51874028,21/12/22,6322281,12.19
Colombia,51874028,22/12/22,6322281,12.19
Bosnia and Herzegovina,3233530,23/08/22,394161,12.19
Costa Rica,5180836,19/01/22,631311,12.19
Armenia,2780472,01/12/21,339020,12.19
Cyprus,896007,12/08/21,109207,12.19
France,67813000,11/12/21,8259634,12.18
European Union,450146793,29/12/21,54839489,12.18
Bosnia and Herzegovina,3233530,22/08/22,393804,12.18
Colombia,51874028,07/12/22,6317010,12.18
Colombia,51874028,08/12/22,6317010,12.18
Colombia,51874028,09/12/22,6317010,12.18
Colombia,51874028,10/12/22,6317010,12.18
Colombia,51874028,11/12/22,6317010,12.18
Colombia,51874028,12/12/22,6317010,12.18
Colombia,51874028,13/12/22,6317010,12.18
Colombia,51874028,14/12/22,6317010,12.18
Australia,26177410,26/02/22,3188117,12.18
Bahrain,1472237,02/05/21,179297,12.18
Armenia,2780472,30/11/21,338518,12.17
Andorra,79843,27/01/21,9716,12.17
Georgia,3744385,10/08/21,455846,12.17
Colombia,51874028,10/11/22,6311359,12.17
Colombia,51874028,11/11/22,6311359,12.17
Colombia,51874028,12/11/22,6311359,12.17
Colombia,51874028,13/11/22,6311359,12.17
Colombia,51874028,14/11/22,6311359,12.17
Colombia,51874028,15/11/22,6311359,12.17
Colombia,51874028,16/11/22,6311359,12.17
Colombia,51874028,17/11/22,6312657,12.17
Colombia,51874028,18/11/22,6312657,12.17
Colombia,51874028,19/11/22,6312657,12.17
Colombia,51874028,20/11/22,6312657,12.17
Colombia,51874028,21/11/22,6312657,12.17
Colombia,51874028,22/11/22,6312657,12.17
Colombia,51874028,23/11/22,6312657,12.17
Colombia,51874028,24/11/22,6312657,12.17
Colombia,51874028,25/11/22,6312657,12.17
Colombia,51874028,26/11/22,6312657,12.17
Colombia,51874028,27/11/22,6312657,12.17
Colombia,51874028,28/11/22,6312657,12.17
Colombia,51874028,29/11/22,6312657,12.17
Colombia,51874028,30/11/22,6312657,12.17
Colombia,51874028,01/12/22,6312657,12.17
Colombia,51874028,02/12/22,6314107,12.17
Colombia,51874028,03/12/22,6314107,12.17
Colombia,51874028,04/12/22,6314107,12.17
Colombia,51874028,05/12/22,6314107,12.17
Colombia,51874028,06/12/22,6314107,12.17
Botswana,2630300,27/06/22,320127,12.17
Bosnia and Herzegovina,3233530,19/08/22,393235,12.16
Bosnia and Herzegovina,3233530,20/08/22,393235,12.16
Bosnia and Herzegovina,3233530,21/08/22,393235,12.16
Colombia,51874028,15/09/22,6305562,12.16
Colombia,51874028,16/09/22,6305562,12.16
Colombia,51874028,17/09/22,6305562,12.16
Colombia,51874028,18/09/22,6305562,12.16
Colombia,51874028,19/09/22,6305562,12.16
Colombia,51874028,20/09/22,6305562,12.16
Colombia,51874028,21/09/22,6305562,12.16
Colombia,51874028,22/09/22,6306552,12.16
Colombia,51874028,23/09/22,6306552,12.16
Colombia,51874028,24/09/22,6306552,12.16
Colombia,51874028,25/09/22,6306552,12.16
Colombia,51874028,26/09/22,6306552,12.16
Colombia,51874028,27/09/22,6306552,12.16
Colombia,51874028,28/09/22,6306552,12.16
Colombia,51874028,29/09/22,6307372,12.16
Colombia,51874028,30/09/22,6307372,12.16
Colombia,51874028,01/10/22,6307372,12.16
Colombia,51874028,02/10/22,6307372,12.16
Colombia,51874028,03/10/22,6307372,12.16
Colombia,51874028,04/10/22,6307372,12.16
Colombia,51874028,05/10/22,6307372,12.16
Colombia,51874028,06/10/22,6308087,12.16
Colombia,51874028,07/10/22,6308087,12.16
Colombia,51874028,08/10/22,6308087,12.16
Colombia,51874028,09/10/22,6308087,12.16
Colombia,51874028,10/10/22,6308087,12.16
Colombia,51874028,11/10/22,6308087,12.16
Colombia,51874028,12/10/22,6308087,12.16
Colombia,51874028,13/10/22,6308558,12.16
Colombia,51874028,14/10/22,6308558,12.16
Colombia,51874028,15/10/22,6308558,12.16
Colombia,51874028,16/10/22,6308558,12.16
Colombia,51874028,17/10/22,6308558,12.16
Colombia,51874028,18/10/22,6308558,12.16
Colombia,51874028,19/10/22,6308558,12.16
Colombia,51874028,20/10/22,6309168,12.16
Colombia,51874028,21/10/22,6309168,12.16
Colombia,51874028,22/10/22,6309168,12.16
Colombia,51874028,23/10/22,6309168,12.16
Colombia,51874028,24/10/22,6309168,12.16
Colombia,51874028,25/10/22,6309168,12.16
Colombia,51874028,26/10/22,6309168,12.16
Colombia,51874028,27/10/22,6309716,12.16
Colombia,51874028,28/10/22,6309716,12.16
Colombia,51874028,29/10/22,6309716,12.16
Colombia,51874028,30/10/22,6309716,12.16
Colombia,51874028,31/10/22,6309716,12.16
Colombia,51874028,01/11/22,6309716,12.16
Colombia,51874028,02/11/22,6309716,12.16
Colombia,51874028,03/11/22,6310332,12.16
Colombia,51874028,04/11/22,6310332,12.16
Colombia,51874028,05/11/22,6310332,12.16
Colombia,51874028,06/11/22,6310332,12.16
Colombia,51874028,07/11/22,6310332,12.16
Colombia,51874028,08/11/22,6310332,12.16
Colombia,51874028,09/11/22,6310332,12.16
Croatia,4030361,05/11/21,490074,12.16
Armenia,2780472,29/11/21,338120,12.16
Europe,744807803,03/01/22,90552396,12.16
Dominica,72758,26/01/22,8838,12.15
Dominica,72758,27/01/22,8838,12.15
Dominica,72758,28/01/22,8838,12.15
Armenia,2780472,28/11/21,337931,12.15
Bonaire Sint Eustatius and Saba,27052,27/12/21,3288,12.15
Bosnia and Herzegovina,3233530,18/08/22,392713,12.15
Colombia,51874028,01/09/22,6302809,12.15
Colombia,51874028,02/09/22,6302809,12.15
Colombia,51874028,03/09/22,6302809,12.15
Colombia,51874028,04/09/22,6302809,12.15
Colombia,51874028,05/09/22,6302809,12.15
Colombia,51874028,06/09/22,6302809,12.15
Colombia,51874028,07/09/22,6302809,12.15
Colombia,51874028,08/09/22,6304317,12.15
Colombia,51874028,09/09/22,6304317,12.15
Colombia,51874028,10/09/22,6304317,12.15
Colombia,51874028,11/09/22,6304317,12.15
Colombia,51874028,12/09/22,6304317,12.15
Colombia,51874028,13/09/22,6304317,12.15
Colombia,51874028,14/09/22,6304317,12.15
Colombia,51874028,25/08/22,6299595,12.14
Colombia,51874028,26/08/22,6299595,12.14
Colombia,51874028,27/08/22,6299595,12.14
Colombia,51874028,28/08/22,6299595,12.14
Colombia,51874028,29/08/22,6299595,12.14
Colombia,51874028,30/08/22,6299595,12.14
Colombia,51874028,31/08/22,6299595,12.14
Armenia,2780472,27/11/21,337522,12.14
Aruba,106459,12/08/21,12929,12.14
Belgium,11655923,06/11/21,1414463,12.14
Belgium,11655923,07/11/21,1414463,12.14
Gibraltar,32677,24/01/21,3966,12.14
Colombia,51874028,18/08/22,6293130,12.13
Colombia,51874028,19/08/22,6293130,12.13
Colombia,51874028,20/08/22,6293130,12.13
Colombia,51874028,21/08/22,6293130,12.13
Colombia,51874028,22/08/22,6293130,12.13
Colombia,51874028,23/08/22,6293130,12.13
Colombia,51874028,24/08/22,6293130,12.13
Bosnia and Herzegovina,3233530,17/08/22,392253,12.13
Brazil,215313504,03/02/22,26107894,12.13
Estonia,1326064,06/10/21,160832,12.13
Cyprus,896007,11/08/21,108723,12.13
Finland,5540745,04/03/22,671773,12.12
Finland,5540745,05/03/22,671773,12.12
Finland,5540745,06/03/22,671773,12.12
Bosnia and Herzegovina,3233530,16/08/22,391922,12.12
Colombia,51874028,11/08/22,6286392,12.12
Colombia,51874028,12/08/22,6286392,12.12
Colombia,51874028,13/08/22,6286392,12.12
Colombia,51874028,14/08/22,6286392,12.12
Colombia,51874028,15/08/22,6286392,12.12
Colombia,51874028,16/08/22,6286392,12.12
Colombia,51874028,17/08/22,6286392,12.12
Greece,10384972,02/01/22,1258495,12.12
Argentina,45510324,28/12/21,5514207,12.12
Armenia,2780472,26/11/21,337005,12.12
Australia,26177410,25/02/22,3170574,12.11
Bonaire Sint Eustatius and Saba,27052,26/12/21,3277,12.11
Bosnia and Herzegovina,3233530,15/08/22,391429,12.11
Botswana,2630300,21/06/22,318528,12.11
Botswana,2630300,22/06/22,318528,12.11
Botswana,2630300,23/06/22,318528,12.11
Botswana,2630300,24/06/22,318528,12.11
Botswana,2630300,25/06/22,318528,12.11
Botswana,2630300,26/06/22,318528,12.11
Bulgaria,6781955,16/01/22,820608,12.1
Chile,19603736,06/02/22,2371833,12.1
Colombia,51874028,04/08/22,6278998,12.1
Colombia,51874028,05/08/22,6278998,12.1
Colombia,51874028,06/08/22,6278998,12.1
Colombia,51874028,07/08/22,6278998,12.1
Colombia,51874028,08/08/22,6278998,12.1
Colombia,51874028,09/08/22,6278998,12.1
Colombia,51874028,10/08/22,6278998,12.1
Bonaire Sint Eustatius and Saba,27052,25/12/21,3272,12.1
Armenia,2780472,25/11/21,336330,12.1
Belize,405285,26/01/22,49059,12.1
France,67813000,10/12/21,8205715,12.1
High income,1250514600,08/01/22,151314390,12.1
Bahrain,1472237,01/05/21,177997,12.09
Czechia,10493990,03/03/21,1269058,12.09
Colombia,51874028,28/07/22,6265798,12.08
Colombia,51874028,29/07/22,6265798,12.08
Colombia,51874028,30/07/22,6265798,12.08
Colombia,51874028,31/07/22,6265798,12.08
Colombia,51874028,01/08/22,6265798,12.08
Colombia,51874028,02/08/22,6265798,12.08
Colombia,51874028,03/08/22,6265798,12.08
Bosnia and Herzegovina,3233530,12/08/22,390650,12.08
Bosnia and Herzegovina,3233530,13/08/22,390650,12.08
Bosnia and Herzegovina,3233530,14/08/22,390650,12.08
Costa Rica,5180836,18/01/22,625952,12.08
Bosnia and Herzegovina,3233530,11/08/22,390284,12.07
Cyprus,896007,10/08/21,108150,12.07
Grenada,125459,05/05/22,15138,12.07
Armenia,2780472,24/11/21,335738,12.07
Andorra,79843,26/01/21,9638,12.07
Bulgaria,6781955,15/01/22,818229,12.06
Bosnia and Herzegovina,3233530,10/08/22,389729,12.05
Austria,8939617,24/11/21,1077153,12.05
Estonia,1326064,05/10/21,159787,12.05
European Union,450146793,28/12/21,54194829,12.04
Australia,26177410,24/02/22,3150771,12.04
Belgium,11655923,04/11/21,1403548,12.04
Belgium,11655923,05/11/21,1403548,12.04
Argentina,45510324,27/12/21,5480305,12.04
Armenia,2780472,23/11/21,334878,12.04
Bosnia and Herzegovina,3233530,09/08/22,389308,12.04
Colombia,51874028,21/07/22,6247634,12.04
Colombia,51874028,22/07/22,6247634,12.04
Colombia,51874028,23/07/22,6247634,12.04
Colombia,51874028,24/07/22,6247634,12.04
Colombia,51874028,25/07/22,6247634,12.04
Colombia,51874028,26/07/22,6247634,12.04
Colombia,51874028,27/07/22,6247634,12.04
Gibraltar,32677,23/01/21,3935,12.04
Bonaire Sint Eustatius and Saba,27052,24/12/21,3254,12.03
Barbados,281646,13/01/22,33888,12.03
Europe,744807803,02/01/22,89607996,12.03
France,67813000,09/12/21,8150575,12.02
Cyprus,896007,09/08/21,107704,12.02
Bahrain,1472237,30/04/21,176934,12.02
Armenia,2780472,21/11/21,334075,12.02
Armenia,2780472,22/11/21,334347,12.02
Andorra,79843,25/01/21,9596,12.02
Georgia,3744385,09/08/21,450149,12.02
Bosnia and Herzegovina,3233530,08/08/22,388630,12.02
Curacao,191173,03/01/22,22962,12.01
Aruba,106459,11/08/21,12791,12.01
Argentina,45510324,26/12/21,5460042,12
Armenia,2780472,20/11/21,333583,12
Bonaire Sint Eustatius and Saba,27052,23/12/21,3245,12
Colombia,51874028,14/07/22,6223497,12
Colombia,51874028,15/07/22,6223497,12
Colombia,51874028,16/07/22,6223497,12
Colombia,51874028,17/07/22,6223497,12
Colombia,51874028,18/07/22,6223497,12
Colombia,51874028,19/07/22,6223497,12
Colombia,51874028,20/07/22,6223497,12
British Virgin Islands,31332,03/01/22,3760,12
British Virgin Islands,31332,04/01/22,3760,12
British Virgin Islands,31332,05/01/22,3760,12
Bulgaria,6781955,14/01/22,813840,12
Cayman Islands,68722,21/12/21,8245,12
Cayman Islands,68722,22/12/21,8245,12
Croatia,4030361,04/11/21,483142,11.99
Bosnia and Herzegovina,3233530,05/08/22,387803,11.99
Bosnia and Herzegovina,3233530,06/08/22,387803,11.99
Bosnia and Herzegovina,3233530,07/08/22,387803,11.99
Brazil,215313504,02/02/22,25820745,11.99
Faeroe Islands,53117,03/01/22,6367,11.99
Finland,5540745,03/03/22,664588,11.99
Europe,744807803,01/01/22,89247905,11.98
Estonia,1326064,04/10/21,158895,11.98
Cyprus,896007,08/08/21,107315,11.98
Costa Rica,5180836,17/01/22,620587,11.98
Argentina,45510324,25/12/21,5452419,11.98
High income,1250514600,07/01/22,149833471,11.98
Germany,83369840,01/02/22,9978146,11.97
Bosnia and Herzegovina,3233530,04/08/22,387076,11.97
Armenia,2780472,19/11/21,332713,11.97
Argentina,45510324,24/12/21,5445236,11.96
Bonaire Sint Eustatius and Saba,27052,22/12/21,3236,11.96
Andorra,79843,24/01/21,9549,11.96
Georgia,3744385,08/08/21,447913,11.96
Gibraltar,32677,22/01/21,3905,11.95
Greece,10384972,01/01/22,1240862,11.95
Belgium,11655923,03/11/21,1393358,11.95
Bosnia and Herzegovina,3233530,03/08/22,386474,11.95
Botswana,2630300,14/06/22,314242,11.95
Botswana,2630300,15/06/22,314242,11.95
Botswana,2630300,16/06/22,314242,11.95
Botswana,2630300,17/06/22,314242,11.95
Botswana,2630300,18/06/22,314242,11.95
Botswana,2630300,19/06/22,314242,11.95
Botswana,2630300,20/06/22,314242,11.95
Colombia,51874028,07/07/22,6198848,11.95
Colombia,51874028,08/07/22,6198848,11.95
Colombia,51874028,09/07/22,6198848,11.95
Colombia,51874028,10/07/22,6198848,11.95
Colombia,51874028,11/07/22,6198848,11.95
Colombia,51874028,12/07/22,6198848,11.95
Colombia,51874028,13/07/22,6198848,11.95
Bosnia and Herzegovina,3233530,02/08/22,386012,11.94
Grenada,125459,04/05/22,14984,11.94
Estonia,1326064,03/10/21,158357,11.94
France,67813000,08/12/21,8093721,11.94
